survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,alive,alone,age_group,age_zscore,fare_zscore
0,3,female,25.0,0,0,7.775,S,Third,woman,False,no,True,Young Adult,-0.33499878238379277,-0.4915983593444487
1,2,female,24.0,0,2,14.5,S,Second,woman,False,yes,False,Young Adult,-0.4118054879844123,-0.35626859462820387
1,1,male,37.0,1,1,52.5542,S,First,man,True,yes,False,Adult,0.5866816848236415,0.40951072618442386
0,2,male,54.0,1,0,26.0,S,Second,man,True,no,False,Adult,1.8923956800341732,-0.12484966611715337
0,3,male,28.0,0,0,7.25,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.5021631365156053
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,no,False,Young Adult,-0.027771959981314702,-0.43751676192067057
0,1,male,62.0,0,0,26.55,S,First,man,True,no,True,Senior,2.5068493248391293,-0.11378180431879875
0,3,male,30.0,1,0,16.1,S,Third,man,True,no,False,Young Adult,0.04903474561930482,-0.32407117848753597
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,no,False,Adult,0.8939085072261196,-0.24131375731347557
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,yes,False,Young Adult,-0.027771959981314702,-0.34126057402963506
1,1,female,28.0,0,0,79.2,C,First,woman,False,yes,True,Young Adult,-0.10457866558193422,0.9457144205600544
1,1,female,30.0,0,0,86.5,S,First,woman,False,yes,True,Young Adult,0.04903474561930482,1.0926151317018515
1,1,female,35.0,0,0,512.3292,C,First,woman,False,yes,True,Young Adult,0.4330682736224024,9.661740104981664
1,2,female,50.0,0,1,26.0,S,Second,woman,False,yes,False,Adult,1.5851688576316951,-0.12484966611715337
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.49210144397164657
1,3,male,3.0,4,2,31.3875,S,Third,child,False,yes,False,Child,-2.0247463055974224,-0.016434928955998185
0,1,male,52.0,1,1,79.65,S,First,man,True,no,False,Adult,1.7387822688329342,0.9547699438496172
0,1,male,40.0,0,0,0.0,S,First,man,True,no,True,Adult,0.8171018016255001,-0.6480576784030068
0,3,female,28.0,0,0,7.75,Q,Third,woman,False,no,True,Young Adult,-0.10457866558193422,-0.49210144397164657
0,2,male,36.0,0,0,10.5,S,Second,man,True,no,True,Adult,0.5098749792230219,-0.43676213497987365
0,3,male,16.0,4,1,39.6875,S,Third,man,True,no,False,Teen,-1.0262591327893684,0.15058916727371655
1,3,male,25.0,1,0,7.775,S,Third,man,True,yes,False,Young Adult,-0.33499878238379277,-0.4915983593444487
1,1,female,58.0,0,1,153.4625,S,First,woman,False,yes,False,Adult,2.1996225024366516,2.440127305651523
1,1,female,35.0,0,0,135.6333,S,First,woman,False,yes,True,Young Adult,0.4330682736224024,2.081343448242025
0,1,male,28.0,0,0,31.0,S,First,man,True,no,True,Young Adult,-0.10457866558193422,-0.024232740677566176
1,3,male,25.0,0,0,0.0,S,Third,man,True,yes,True,Young Adult,-0.33499878238379277,-0.6480576784030068
1,2,female,41.0,0,1,19.5,S,Second,woman,False,yes,False,Adult,0.8939085072261196,-0.2556516691886167
0,1,male,37.0,0,1,29.7,C,First,man,True,no,False,Adult,0.5866816848236415,-0.05039314129185886
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.49210144397164657
1,1,female,63.0,1,0,77.9583,S,First,woman,False,yes,False,Senior,2.583656030439749,0.9207272132963871
0,3,female,45.0,0,0,7.75,S,Third,woman,False,no,True,Adult,1.2011353296285976,-0.49210144397164657
0,2,male,28.0,0,0,0.0,S,Second,man,True,no,True,Young Adult,-0.10457866558193422,-0.6480576784030068
0,3,male,7.0,4,1,29.125,Q,Third,child,False,no,False,Child,-1.717519483194944,-0.061964087717411374
1,3,female,35.0,1,1,20.25,S,Third,woman,False,yes,False,Young Adult,0.4330682736224024,-0.24055913037267862
0,3,male,65.0,0,0,7.75,Q,Third,man,True,no,True,Senior,2.737269441640988,-0.49210144397164657
0,3,male,28.0,0,0,7.8542,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4900045872454856
0,3,male,16.0,0,0,9.5,S,Third,man,True,no,True,Teen,-1.0262591327893684,-0.4568855200677911
1,3,male,19.0,0,0,8.05,S,Third,man,True,yes,True,Young Adult,-0.79583901598751,-0.48606442844527137
0,1,male,28.0,0,0,26.0,S,First,man,True,no,True,Young Adult,-0.10457866558193422,-0.12484966611715337
0,3,male,33.0,0,0,8.6625,C,Third,man,True,no,True,Young Adult,0.27945486242116335,-0.4737388550789219
1,3,male,30.0,0,0,9.5,S,Third,man,True,yes,True,Young Adult,0.04903474561930482,-0.4568855200677911
0,3,male,22.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.5654188991856514,-0.4891674544258282
1,2,male,42.0,0,0,13.0,S,Second,man,True,yes,True,Adult,0.970715212826739,-0.38645367226008004
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,yes,True,Young Adult,-0.5654188991856514,-0.49210144397164657
1,1,female,26.0,0,0,78.85,S,First,woman,False,yes,True,Young Adult,-0.25819207678317324,0.938671235779283
1,1,female,19.0,1,0,91.0792,C,First,woman,False,yes,False,Young Adult,-0.79583901598751,1.1847641366964432
0,2,male,36.0,0,0,12.875,C,Second,man,True,no,True,Adult,0.5098749792230219,-0.3889690953960697
0,3,female,24.0,0,0,8.85,S,Third,woman,False,no,True,Young Adult,-0.4118054879844123,-0.4699657203749374
0,3,male,24.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.4118054879844123,-0.4891674544258282
0,1,male,28.0,0,0,27.7208,C,First,man,True,no,True,Young Adult,-0.10457866558193422,-0.09022134505786503
0,3,male,23.5,0,0,7.2292,C,Third,man,True,no,True,Young Adult,-0.45020884078472206,-0.502581702925434
0,1,female,2.0,1,2,151.55,S,First,child,False,no,False,Child,-2.1015530111980416,2.401641331670881
1,1,male,28.0,0,0,30.5,S,First,man,True,yes,True,Young Adult,-0.10457866558193422,-0.034294433221524895
1,1,female,50.0,0,1,247.5208,C,First,woman,False,yes,False,Adult,1.5851688576316951,4.332898697266388
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.49210144397164657
1,3,male,28.0,2,0,23.25,Q,Third,man,True,yes,False,Young Adult,-0.10457866558193422,-0.1801889751089263
0,3,male,19.0,0,0,0.0,S,Third,man,True,no,True,Young Adult,-0.79583901598751,-0.6480576784030068
1,2,female,28.0,0,0,12.35,Q,Second,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.39953387256722633
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.48606442844527137
1,1,male,0.92,1,2,151.55,S,First,child,False,yes,False,Child,-2.1845042532467107,2.401641331670881
1,1,female,28.0,0,0,110.8833,C,First,woman,False,yes,True,Young Adult,-0.10457866558193422,1.583289667316069
1,1,female,17.0,1,0,108.9,C,First,woman,False,yes,False,Teen,-0.9494524271887489,1.5433789576712023
0,2,male,30.0,1,0,24.0,C,Second,man,True,no,False,Young Adult,0.04903474561930482,-0.16509643629298823
1,1,female,30.0,0,0,56.9292,C,First,woman,False,yes,True,Young Adult,0.04903474561930482,0.4975505359440627
1,1,female,24.0,0,0,83.1583,C,First,woman,False,yes,True,Young Adult,-0.4118054879844123,1.0253688157535579
1,1,female,18.0,2,2,262.375,C,First,woman,False,yes,False,Teen,-0.8726457215881294,4.631815484039331
0,2,female,26.0,1,1,26.0,S,Second,woman,False,no,False,Young Adult,-0.25819207678317324,-0.12484966611715337
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
0,2,male,43.0,1,1,26.25,S,Second,man,True,no,False,Adult,1.0475219184273585,-0.11981881984517401
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,yes,True,Young Adult,-0.25819207678317324,-0.4900045872454856
1,2,female,24.0,1,0,26.0,S,Second,woman,False,yes,False,Young Adult,-0.4118054879844123,-0.12484966611715337
0,2,male,54.0,0,0,14.0,S,Second,man,True,no,True,Adult,1.8923956800341732,-0.3663302871721626
1,1,female,31.0,0,2,164.8667,S,First,woman,False,yes,False,Young Adult,0.12584145121992435,2.669618413871151
1,1,female,40.0,1,1,134.5,C,First,woman,False,yes,False,Adult,0.8171018016255001,2.0585376159218884
0,3,male,22.0,0,0,7.25,S,Third,man,True,no,True,Young Adult,-0.5654188991856514,-0.5021631365156053
0,3,male,27.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.18138537118255374,-0.4891674544258282
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,yes,True,Young Adult,0.04903474561930482,-0.39953387256722633
1,2,female,22.0,1,1,29.0,S,Second,woman,False,yes,False,Young Adult,-0.5654188991856514,-0.06447951085340105
0,3,male,28.0,8,2,69.55,S,Third,man,True,no,False,Young Adult,-0.10457866558193422,0.751523754461651
1,1,female,36.0,0,0,135.6333,C,First,woman,False,yes,True,Adult,0.5098749792230219,2.081343448242025
0,3,male,61.0,0,0,6.2375,S,Third,man,True,no,True,Senior,2.43004261923851,-0.5225380639171217
1,2,female,36.0,0,0,13.0,S,Second,woman,False,yes,True,Adult,0.5098749792230219,-0.38645367226008004
1,3,female,31.0,1,1,20.525,S,Third,woman,False,yes,False,Young Adult,0.12584145121992435,-0.23502519947350137
1,1,female,16.0,0,1,57.9792,C,First,woman,False,yes,False,Teen,-1.0262591327893684,0.518680090286376
1,3,female,28.0,2,0,23.25,Q,Third,woman,False,yes,False,Young Adult,-0.10457866558193422,-0.1801889751089263
0,1,male,45.5,0,0,28.5,S,First,man,True,no,True,Adult,1.2395386824289074,-0.07454120339735977
0,1,male,38.0,0,1,153.4625,S,First,man,True,no,False,Adult,0.663488390424261,2.440127305651523
0,3,male,16.0,2,0,18.0,S,Third,man,True,no,False,Teen,-1.0262591327893684,-0.28583674682049287
1,1,female,28.0,1,0,133.65,S,First,woman,False,yes,False,Young Adult,-0.10457866558193422,2.041432738597159
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
0,1,male,29.0,1,0,66.6,S,First,man,True,no,False,Young Adult,-0.027771959981314702,0.6921597684522944
1,1,female,41.0,0,0,134.5,C,First,woman,False,yes,True,Adult,0.8939085072261196,2.0585376159218884
1,3,male,45.0,0,0,8.05,S,Third,man,True,yes,True,Adult,1.2011353296285976,-0.48606442844527137
0,1,male,45.0,0,0,35.5,S,First,man,True,no,True,Adult,1.2011353296285976,0.06632249221806229
1,2,male,2.0,1,1,26.0,S,Second,child,False,yes,False,Child,-2.1015530111980416,-0.12484966611715337
1,1,female,24.0,3,2,263.0,S,First,woman,False,yes,False,Young Adult,-0.4118054879844123,4.644392599719279
0,2,male,28.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,-0.10457866558193422,-0.38645367226008004
0,2,male,25.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,-0.33499878238379277,-0.38645367226008004
0,2,male,36.0,0,0,13.0,S,Second,man,True,no,True,Adult,0.5098749792230219,-0.38645367226008004
1,2,female,24.0,0,0,13.0,S,Second,woman,False,yes,True,Young Adult,-0.4118054879844123,-0.38645367226008004
1,2,female,40.0,0,0,13.0,S,Second,woman,False,yes,True,Adult,0.8171018016255001,-0.38645367226008004
1,3,female,28.0,1,0,16.1,S,Third,woman,False,yes,False,Young Adult,-0.10457866558193422,-0.32407117848753597
1,3,male,3.0,1,1,15.9,S,Third,child,False,yes,False,Child,-2.0247463055974224,-0.3280958555051195
0,3,male,42.0,0,0,8.6625,S,Third,man,True,no,True,Adult,0.970715212826739,-0.4737388550789219
0,3,male,23.0,0,0,9.225,S,Third,man,True,no,True,Young Adult,-0.48861219358503183,-0.46241945096696835
0,1,male,28.0,0,0,35.0,S,First,man,True,no,True,Young Adult,-0.10457866558193422,0.05626079967410357
0,3,male,15.0,1,1,7.2292,C,Third,child,False,no,False,Teen,-1.103065838389988,-0.502581702925434
0,3,male,25.0,1,0,17.8,S,Third,man,True,no,False,Young Adult,-0.33499878238379277,-0.28986142383807634
0,3,male,28.0,0,0,7.225,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.5026662211428032
0,3,male,28.0,0,0,9.5,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4568855200677911
1,1,female,22.0,0,1,55.0,S,First,woman,False,yes,False,Young Adult,-0.5654188991856514,0.4587285014324523
0,2,female,38.0,0,0,13.0,S,Second,woman,False,no,True,Adult,0.663488390424261,-0.38645367226008004
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.4895015026182876
1,3,female,28.0,0,0,7.8792,Q,Third,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.4895015026182876
0,3,male,40.0,1,4,27.9,S,Third,man,True,no,False,Adult,0.8171018016255001,-0.08661523445011025
0,2,male,29.0,1,0,27.7208,C,Second,man,True,no,False,Young Adult,-0.027771959981314702,-0.09022134505786503
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,no,False,Adult,1.2011353296285976,-0.3571902456652305
0,3,male,35.0,0,0,7.05,S,Third,man,True,no,True,Young Adult,0.4330682736224024,-0.5061878135331888
0,3,male,28.0,1,0,15.5,Q,Third,man,True,no,False,Young Adult,-0.10457866558193422,-0.3361452095402864
0,3,male,30.0,0,0,7.25,S,Third,man,True,no,True,Young Adult,0.04903474561930482,-0.5021631365156053
1,1,female,60.0,1,0,75.25,C,First,woman,False,yes,False,Adult,2.3532359136378904,0.8662270494627804
1,3,female,28.0,0,0,7.2292,C,Third,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.502581702925434
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.49210144397164657
1,1,female,24.0,0,0,69.3,C,First,woman,False,yes,True,Young Adult,-0.4118054879844123,0.7464929081896716
1,1,male,25.0,1,0,55.4417,C,First,man,True,yes,False,Young Adult,-0.33499878238379277,0.4676170006257854
0,3,male,18.0,1,0,6.4958,S,Third,man,True,no,False,Teen,-0.8726457215881294,-0.5173401935489127
0,3,male,19.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.79583901598751,-0.48606442844527137
0,1,male,22.0,0,0,135.6333,C,First,man,True,no,True,Young Adult,-0.5654188991856514,2.081343448242025
0,3,female,3.0,3,1,21.075,S,Third,child,False,no,False,Child,-2.0247463055974224,-0.22395733767514675
1,1,female,28.0,1,0,82.1708,C,First,woman,False,yes,False,Young Adult,-0.10457866558193422,1.0054969729792393
1,3,female,22.0,0,0,7.25,S,Third,woman,False,yes,True,Young Adult,-0.5654188991856514,-0.5021631365156053
0,1,male,27.0,0,2,211.5,C,First,man,True,no,False,Young Adult,-0.18138537118255374,3.6080382676915317
0,3,male,20.0,0,0,4.0125,C,Third,man,True,no,True,Young Adult,-0.7190323103868904,-0.5673125957377381
0,3,male,19.0,0,0,7.775,S,Third,man,True,no,True,Young Adult,-0.79583901598751,-0.4915983593444487
1,1,female,42.0,0,0,227.525,C,First,woman,False,yes,True,Adult,0.970715212826739,3.930515513725408
1,3,female,1.0,0,2,15.7417,C,Third,child,False,yes,False,Child,-2.1783597167986612,-0.3312813873645368
0,3,male,32.0,0,0,7.925,S,Third,man,True,no,True,Young Adult,0.20264815682054385,-0.48857985158126105
1,1,female,35.0,1,0,52.0,S,First,woman,False,yes,False,Young Adult,0.4330682736224024,0.39835834616870003
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
0,2,male,18.0,0,0,73.5,S,Second,man,True,no,True,Teen,-0.8726457215881294,0.8310111255589249
0,3,male,1.0,5,2,46.9,S,Third,child,False,no,False,Child,-2.1783597167986612,0.29572908222032107
1,2,female,36.0,0,0,13.0,S,Second,woman,False,yes,True,Adult,0.5098749792230219,-0.38645367226008004
0,3,male,28.0,0,0,7.7292,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4925200103814753
1,2,female,17.0,0,0,12.0,C,Second,woman,False,yes,True,Teen,-0.9494524271887489,-0.4065770573479975
1,1,male,36.0,1,2,120.0,S,First,man,True,yes,False,Adult,0.5098749792230219,1.7667485321470857
1,3,male,21.0,0,0,7.7958,S,Third,man,True,yes,True,Young Adult,-0.6422256047862709,-0.49117979293462
0,3,male,28.0,2,0,7.925,S,Third,man,True,no,False,Young Adult,-0.10457866558193422,-0.48857985158126105
1,1,female,23.0,1,0,113.275,C,First,woman,False,yes,False,Young Adult,-0.48861219358503183,1.6314187674308411
1,3,female,24.0,0,2,16.7,S,Third,woman,False,yes,False,Young Adult,-0.4118054879844123,-0.3119971474347855
0,3,male,22.0,0,0,7.7958,S,Third,man,True,no,True,Young Adult,-0.5654188991856514,-0.49117979293462
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,no,True,Young Adult,0.12584145121992435,-0.4900045872454856
0,2,male,46.0,0,0,26.0,S,Second,man,True,no,True,Adult,1.2779420352292172,-0.12484966611715337
0,2,male,23.0,0,0,10.5,S,Second,man,True,no,True,Young Adult,-0.48861219358503183,-0.43676213497987365
1,2,female,28.0,0,0,12.65,S,Second,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.3934968570408512
1,3,male,39.0,0,0,7.925,S,Third,man,True,yes,True,Adult,0.7402950960248805,-0.48857985158126105
0,3,male,26.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.25819207678317324,-0.48606442844527137
0,3,female,21.0,1,0,9.825,S,Third,woman,False,no,False,Young Adult,-0.6422256047862709,-0.45034541991421795
0,3,male,28.0,1,0,15.85,S,Third,man,True,no,False,Young Adult,-0.10457866558193422,-0.32910202475951533
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,no,True,Young Adult,-0.7190323103868904,-0.4737388550789219
0,2,male,34.0,1,0,21.0,S,Second,man,True,no,False,Young Adult,0.3562615680217829,-0.22546659155674054
0,3,male,51.0,0,0,7.75,S,Third,man,True,no,True,Adult,1.6619755632323148,-0.49210144397164657
1,2,male,3.0,1,1,18.75,S,Second,child,False,yes,False,Child,-2.0247463055974224,-0.2707442080045548
0,3,male,21.0,0,0,7.775,S,Third,man,True,no,True,Young Adult,-0.6422256047862709,-0.4915983593444487
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,no,False,Young Adult,-0.10457866558193422,-0.13558146738453974
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
0,3,male,28.0,0,0,6.8583,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.5100454664545425
1,1,female,33.0,1,0,90.0,Q,First,woman,False,yes,False,Young Adult,0.27945486242116335,1.1630469795095626
0,2,male,28.0,0,0,0.0,S,Second,man,True,no,True,Young Adult,-0.10457866558193422,-0.6480576784030068
1,3,male,44.0,0,0,7.925,S,Third,man,True,yes,True,Adult,1.1243286240279782,-0.48857985158126105
0,3,female,28.0,0,0,8.05,S,Third,woman,False,no,True,Young Adult,-0.10457866558193422,-0.48606442844527137
1,2,female,34.0,1,1,32.5,S,Second,woman,False,yes,False,Young Adult,0.3562615680217829,0.005952336954309979
1,2,female,18.0,0,2,13.0,S,Second,woman,False,yes,False,Teen,-0.8726457215881294,-0.38645367226008004
0,2,male,30.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,0.04903474561930482,-0.38645367226008004
0,3,female,10.0,0,2,24.15,S,Third,child,False,no,False,Child,-1.4870993663930856,-0.16207792852980066
0,3,male,28.0,0,0,7.8958,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,no,True,Young Adult,-0.6422256047862709,-0.4924375045026148
0,3,male,29.0,0,0,7.875,S,Third,man,True,no,True,Young Adult,-0.027771959981314702,-0.4895860208356569
0,3,female,28.0,1,1,14.4,S,Third,woman,False,no,False,Young Adult,-0.10457866558193422,-0.35828093313699566
0,3,male,18.0,1,1,20.2125,S,Third,man,True,no,False,Teen,-0.8726457215881294,-0.24131375731347557
0,3,male,28.0,0,0,7.25,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.5021631365156053
1,2,female,28.0,1,0,26.0,S,Second,woman,False,yes,False,Young Adult,-0.10457866558193422,-0.12484966611715337
1,2,female,19.0,0,0,26.0,S,Second,woman,False,yes,True,Young Adult,-0.79583901598751,-0.12484966611715337
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.49210144397164657
1,3,male,32.0,0,0,8.05,S,Third,man,True,yes,True,Young Adult,0.20264815682054385,-0.48606442844527137
1,1,male,28.0,0,0,26.55,S,First,man,True,yes,True,Young Adult,-0.10457866558193422,-0.11378180431879875
1,3,female,28.0,1,0,16.1,S,Third,woman,False,yes,False,Young Adult,-0.10457866558193422,-0.32407117848753597
1,2,female,42.0,1,0,26.0,S,Second,woman,False,yes,False,Adult,0.970715212826739,-0.12484966611715337
0,3,male,17.0,0,0,7.125,S,Third,man,True,no,True,Teen,-0.9494524271887489,-0.504678559651595
0,1,male,50.0,1,0,55.9,S,First,man,True,no,False,Adult,1.5851688576316951,0.47683954801157796
1,1,female,14.0,1,2,120.0,S,First,child,False,yes,False,Teen,-1.1798725439906075,1.7667485321470857
0,3,female,21.0,2,2,34.375,S,Third,woman,False,no,False,Young Adult,-0.6422256047862709,0.043683683994155176
1,2,female,24.0,2,3,18.75,S,Second,woman,False,yes,False,Young Adult,-0.4118054879844123,-0.2707442080045548
0,1,male,64.0,1,4,263.0,S,First,man,True,no,False,Senior,2.6604627360403685,4.644392599719279
0,2,male,31.0,0,0,10.5,S,Second,man,True,no,True,Young Adult,0.12584145121992435,-0.43676213497987365
1,2,female,45.0,1,1,26.25,S,Second,woman,False,yes,False,Adult,1.2011353296285976,-0.11981881984517401
0,3,male,20.0,0,0,9.5,S,Third,man,True,no,True,Young Adult,-0.7190323103868904,-0.4568855200677911
0,3,male,25.0,1,0,7.775,S,Third,man,True,no,False,Young Adult,-0.33499878238379277,-0.4915983593444487
1,2,female,28.0,0,0,13.0,S,Second,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.38645367226008004
1,3,male,28.0,0,0,8.1125,S,Third,man,True,yes,True,Young Adult,-0.10457866558193422,-0.4848067168772765
1,1,male,4.0,0,2,81.8583,S,First,child,False,yes,False,Child,-1.9479395999968028,0.9992084151392652
1,2,female,13.0,0,1,19.5,S,Second,child,False,yes,False,Teen,-1.2566792495912271,-0.2556516691886167
1,1,male,34.0,0,0,26.55,S,First,man,True,yes,True,Young Adult,0.3562615680217829,-0.11378180431879875
1,3,female,5.0,2,1,19.2583,C,Third,child,False,yes,False,Child,-1.8711328943961831,-0.26051549136436636
1,1,male,52.0,0,0,30.5,S,First,man,True,yes,True,Adult,1.7387822688329342,-0.034294433221524895
0,2,male,36.0,1,2,27.75,S,Second,man,True,no,False,Adult,0.5098749792230219,-0.08963374221329785
0,3,male,28.0,1,0,19.9667,S,Third,man,True,no,False,Young Adult,-0.10457866558193422,-0.24626008536808563
0,1,male,30.0,0,0,27.75,C,First,man,True,no,True,Young Adult,0.04903474561930482,-0.08963374221329785
1,1,male,49.0,1,0,89.1042,C,First,man,True,yes,False,Adult,1.5083621520310757,1.1450204511478064
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.48606442844527137
1,3,male,29.0,0,0,7.8958,C,Third,man,True,yes,True,Young Adult,-0.027771959981314702,-0.4891674544258282
0,1,male,65.0,0,0,26.55,S,First,man,True,no,True,Senior,2.737269441640988,-0.11378180431879875
1,1,female,28.0,1,0,51.8625,S,First,woman,False,yes,False,Young Adult,-0.10457866558193422,0.3955913807191113
1,2,female,50.0,0,0,10.5,S,Second,woman,False,yes,True,Adult,1.5851688576316951,-0.43676213497987365
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.49210144397164657
1,1,male,48.0,0,0,26.55,S,First,man,True,yes,True,Adult,1.431555446430456,-0.11378180431879875
0,3,male,34.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,0.3562615680217829,-0.48606442844527137
0,1,male,47.0,0,0,38.5,S,First,man,True,no,True,Adult,1.3547487408298367,0.1266926474818146
0,2,male,48.0,0,0,13.0,S,Second,man,True,no,True,Adult,1.431555446430456,-0.38645367226008004
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.48606442844527137
0,3,male,38.0,0,0,7.05,S,Third,man,True,no,True,Adult,0.663488390424261,-0.5061878135331888
0,2,male,28.0,0,0,0.0,S,Second,man,True,no,True,Young Adult,-0.10457866558193422,-0.6480576784030068
0,1,male,56.0,0,0,26.55,S,First,man,True,no,True,Adult,2.0460090912354123,-0.11378180431879875
0,3,male,28.0,0,0,7.725,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4926045285988445
1,3,female,0.75,2,1,19.2583,C,Third,child,False,yes,False,Child,-2.197561393198816,-0.26051549136436636
0,3,male,28.0,0,0,7.25,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.5021631365156053
0,3,male,38.0,0,0,8.6625,S,Third,man,True,no,True,Adult,0.663488390424261,-0.4737388550789219
1,2,female,33.0,1,2,27.75,S,Second,woman,False,yes,False,Young Adult,0.27945486242116335,-0.08963374221329785
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,yes,True,Young Adult,-0.48861219358503183,-0.3705219882859758
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,no,True,Young Adult,-0.5654188991856514,-0.450093877600619
0,1,male,28.0,0,0,52.0,S,First,man,True,no,True,Young Adult,-0.10457866558193422,0.39835834616870003
0,2,male,34.0,1,0,21.0,S,Second,man,True,no,False,Young Adult,0.3562615680217829,-0.22546659155674054
0,3,male,29.0,1,0,7.0458,S,Third,man,True,no,False,Young Adult,-0.027771959981314702,-0.5062723317505581
0,3,male,22.0,0,0,7.5208,S,Third,man,True,no,True,Young Adult,-0.5654188991856514,-0.49671372383379725
1,3,female,2.0,0,1,12.2875,S,Third,child,False,yes,False,Child,-2.1015530111980416,-0.4007915841352212
0,3,male,9.0,5,2,46.9,S,Third,child,False,no,False,Child,-1.563906071993705,0.29572908222032107
0,2,male,28.0,0,0,0.0,S,Second,man,True,no,True,Young Adult,-0.10457866558193422,-0.6480576784030068
0,3,male,50.0,0,0,8.05,S,Third,man,True,no,True,Adult,1.5851688576316951,-0.48606442844527137
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,yes,True,Senior,2.583656030439749,-0.45512472387259834
1,1,male,25.0,1,0,91.0792,C,First,man,True,yes,False,Young Adult,-0.33499878238379277,1.1847641366964432
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,no,False,Young Adult,-0.10457866558193422,-0.13558146738453974
1,1,female,35.0,1,0,90.0,S,First,woman,False,yes,False,Young Adult,0.4330682736224024,1.1630469795095626
0,1,male,58.0,0,0,29.7,C,First,man,True,no,True,Adult,2.1996225024366516,-0.05039314129185886
0,3,male,30.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,0.04903474561930482,-0.48606442844527137
1,3,male,9.0,1,1,15.9,S,Third,child,False,yes,False,Child,-1.563906071993705,-0.3280958555051195
0,3,male,28.0,1,0,19.9667,S,Third,man,True,no,False,Young Adult,-0.10457866558193422,-0.24626008536808563
0,3,male,21.0,0,0,7.25,S,Third,man,True,no,True,Young Adult,-0.6422256047862709,-0.5021631365156053
0,1,male,55.0,0,0,30.5,S,First,man,True,no,True,Adult,1.9692023856347929,-0.034294433221524895
